iban,code_client,valorisation_en_cents
FR9230004399787394107234600,ZT4071997,-405031
FR8630004853351130119922801,ZT4071997,-497031
FR0230004773805929705658700,RF3383935,-38162
FR5130004286440753687233701,TW1501060,89782
FR8530004079602422697336501,TW1501060,25456
FR8730004625914021123327701,ZY9973249,255168
FR3130004837549644986292400,ZY9973249,19981
FR9330004747695468082568201,ZY9973249,623842
FR3330004450763652205637701,ZY9973249,-20487
FR1630004994635808412380901,QK2035262,4630
FR2930004299803244248434200,QK2035262,361365
FR0430004916203636629679200,QK2035262,144421
FR7730004733895731896128500,FI6225039,45468
FR3730004331949529817935301,FI6225039,41839
FR7730004819804145214112501,FI6225039,-474477
FR0830004072221305127749301,IW6738317,46390
FR4830004211798615593990201,IW6738317,882919
FR5930004298159959731721201,DS6492454,48956
FR2030004675328801413028500,DS6492454,-224673
FR0130004806911270055065901,DS6492454,15818
FR5730004686111555470712500,PU5623538,22142
FR6330004626034354173273501,LU5463911,33649
FR9330004175807079355199600,LU5463911,42843
FR0430004196567746290680801,ZN6794783,42709
FR0130004806915038048080800,ZN6794783,83204
FR2030004675322437906297401,HK5093516,-298477
FR0930004858279422012644601,HK5093516,-142263
FR3630004053091902489315900,OK9328406,-68428
FR0030004974750751432850001,OK9328406,25549
FR7730004733899493046187201,OK9328406,-18516
FR6230004141842002000300400,ID6612375,180953
FR1030004118994522385638500,PB9636684,140962
FR1330004162207880757131501,JY5790350,160968
FR0930004026735028288224900,JY5790350,-70277
FR9830004359739553930466200,BW7191084,31710
FR9830004016242974899380901,BW7191084,-3649
FR3730004249692678183580900,OM0186023,1192
FR2030004675322743516619400,YF6973169,-98314
FR0430004196562667800942600,YF6973169,-138085
FR1530004383464790595720600,XX7427671,919505
FR1230004610238000877999100,XX7427671,16043
FR6130004475982936128017400,FA0461725,-36628
FR9230004399782316574896300,WD4290219,-203631
FR7130004898537354860186901,WD4290219,45607
FR5530004286819765522977301,KT3292316,47149
FR3430004324329128389690800,KT3292316,12458
FR0930004026730468641672701,KT3292316,207054
FR7030004094589840098915001,LT3366628,13517
FR9330004175800363116749701,LT3366628,11632
FR4530004620436267757740601,BY2443767,18605
FR3530004209103439232731100,BY2443767,22756
FR7130004898537709031425400,ZO1417864,-214387
FR9030004132614498069940600,ZO1417864,121501
FR0230004898841517095814800,RA0759091,45344
FR9830004333597134997529401,PP9133093,25670
FR9630004523631307733411800,PP9133093,5398
FR6930004548468776402463301,PP9133093,390483
FR1630004461767953401976300,CL9671382,78699
FR0930004858279253330790600,RO5693059,28022
FR2930004299802487711259801,RO5693059,101172
FR7230004193736155472355800,MG3648521,11371
FR3130004837541159495293301,GF6974285,148470
FR3030004068624047806404200,GF6974285,39614
FR8230004305123610901539401,GF6974285,-349292
FR0930004026732331292197400,NW1952572,25603
FR9330004175809650506057901,NW1952572,9935
FR4730004705804071153306900,NW1952572,29
FR0130004806912055599549400,CE4263322,-23615
FR8230004020504988159622400,CJ9757769,-29101
FR9030004551757735051480401,MO6450332,-64444
FR9030004566770421792194700,MO6450332,28919
FR0930004858272325084900300,PA7578764,108352
FR0330004001946599637056200,PA7578764,107578
FR7330004866602447741289200,ZI5871114,54507
FR7530004964103399609018901,ZI5871114,43981
FR1730004615205616727265801,ZI5871114,88090
FR9330004747690719108841400,ZI5871114,133729
FR5930004298156285378939701,ZI5871114,-12552
FR1730004139906394692934200,WF9632994,-34299
FR8230004020503342574920300,JD9018871,-436761
FR0930004026739716896247800,JD9018871,1459
FR5430004692896017344562801,BX7466947,78438
FR7330004576457501829461800,BX7466947,82027
FR6130004291649213902380800,US4078529,24170
FR1530004383464821627132001,RS6428769,16206
FR4630004174329165546357801,RS6428769,3361
FR4930004919160365916619600,FQ2428347,28151
FR8330004585438466093673101,FQ2428347,27419
FR3430004324326277991421801,FQ2428347,131620
FR8830004374366216641861301,FQ2428347,176541
FR8830004443005378980482101,FQ2428347,170215
FR4930004919162445215841300,WD6409251,157529
FR7130004648266729335187001,WD6409251,359945
FR7930004809136574479595700,LU1426988,-29771
FR6030004367592176862279700,LU1426988,-52140
FR7130004898536546592478300,PJ7891469,-162843
FR0030004974751766185419301,ZG7585904,149005
FR7130004898537817338746700,YD1170764,123664
FR6230004141849781197701001,YD1170764,22062
FR1630004994635862553721200,YD1170764,980496
FR8830004107906662988414201,YD1170764,-116755
FR0830004072225656358136601,YD1170764,141780
FR3730004331948102091177401,OL5237441,188943
FR2530004434026717313262601,ND3979135,-40408
FR8430004859191095580551500,GW4608927,-29392
FR5230004624447390471037500,GW4608927,14286
FR7030004407482720529406500,QU2791089,16561
FR7130004898535677444309301,QV8580593,-14646
FR3630004480693889835459101,SD3942338,44474
FR8830004107906259487353800,SD3942338,101704
FR1630004599420424411719801,SQ0725918,6239
FR7330004801418125804841900,SQ0725918,-167199
FR6330004626036547376454000,FM2020088,44972
FR9030004566775924410309101,NL2349159,88173
FR2330004005449503655206901,NL2349159,104692
FR7730004733899775440901101,OC8993329,14377
FR6330004071867337615262601,SB1393976,26090
FR3930004537470178854450800,ZK4886626,-15539
FR0230004898846356539907100,HZ6526285,-407987
FR2930004854175705667836301,CX0638978,-185754
FR8930004739139007027967101,CJ3699792,35227
FR3930004121366971040483001,CJ3699792,32623
FR4730004705800362376889001,HZ7285326,17632
FR5930004284452090571304500,HZ7285326,39666
FR4330004093101320792764700,HZ7285326,18887
FR6030004583041161571049901,HZ7285326,28157
FR5930004298153860606995700,FV5587828,-365282
FR4830004028703004361993800,FV5587828,45048
FR7130004898531893520517900,FV5587828,7842
FR6030004367596708817423500,FV5587828,1821
FR3230004069069349569696700,QF8530550,763551
FR7930004368573956137664700,YV6290512,136156
FR1930004491984797250387701,YV6290512,957692
FR7930004368577245486090300,YV6290512,2567
FR1630004461768187595107901,YV6290512,36820
FR1330004162202589149551201,YV6290512,-4291
FR4530004620432248447514001,IF7370675,23304
FR7930004630277960148005500,IF7370675,11016
FR1730004615206083954062500,CJ5870539,-189808
FR0930004858271080165472001,CJ5870539,401682
FR4630004553932943392397500,JS0026500,198014
FR1730004710514068402869800,JS0026500,187159
FR8530004079601509904675601,JS0026500,107761
FR5430004692891803096779201,JS0026500,3515649
FR7230004193732426802360300,JS0026500,552540
FR5330004273435796389729401,PN9415836,33367
FR4830004028705560873522601,PN9415836,-6467
FR8730004567280689678129200,IG2913207,32366
FR4030004994426241089134701,CG5833774,113849
FR1630004461763698232678301,RP9180107,62232
FR2930004854175071526119300,SG1706711,-332217
FR1230004610239344672862501,TS9735085,-64912
FR1030004236742564302107100,TS9735085,-43979
FR8930004640202872367864501,CW7280029,-120306
FR9330004175802389270243701,CW7280029,34844
FR8730004625912033171814400,CW7280029,-19682
FR0330004035235364840242800,CW7280029,38045
FR1430004243323847732850200,CW7280029,1764
FR0730004150147367498240401,FX9753244,190930
FR1330004162207041224315000,GL4811117,30439
FR0930004858272374078472900,GL4811117,-44045
FR0230004773806005066242801,GL4811117,-20100
FR6730004392709235273371500,SK1299153,40959
FR1630004461769802713351400,SK1299153,-80034
FR1530004695943863244371601,PJ6566908,-52431
FR2430004913060728022305000,PJ6566908,-279423
FR8930004739134862435176801,PJ6566908,60959
FR8530004972740356375723701,PJ6566908,25749
FR8730004625918545895211301,PJ6566908,11688
FR2030004675322417743461201,ES7315296,-435201
FR4130004639375713730417401,ES7315296,166290
FR2930004299808480009584000,ES7315296,30095
FR0530004870159068442331601,BI2046572,6225
FR3630004469578956011810400,BI2046572,37612
FR5930004284450960514686501,YR1696233,476021
FR9430004319074391926554800,HU0692724,189384
FR7130004111564354341521700,XG3219557,149047
FR6730004392703797745959900,JK7585147,108880
FR0530004870150823399216200,HL7810899,-217726
FR0230004898848027364214301,HL7810899,945612
FR7230004193732575558531601,FX5259315,-237310
FR8230004020504667153603600,AQ5174278,-299565
FR0930004919731045384555100,AQ5174278,45822
FR4830004028706919455318600,NX3442510,632210
FR4130004639372834875792901,LW0951884,3427318
FR2430004913067586786692800,MW8094532,886304
FR1430004463159594934574000,MW8094532,86499
FR3430004044301744374311300,MW8094532,86659
FR9330004175807675805738201,IK1586196,44870
FR7530004232457253086475500,IK1586196,12434
FR9330004747696798090736300,IK1586196,36250
FR9530004101675805185305600,IK1586196,29111
FR0530004870150016396218801,IK1586196,-58989
FR7930004809132335374798500,QC1013730,110001
FR4430004558786476848589200,QC1013730,-12063
FR2530004515709736612443401,VD2263509,103872
FR3730004331652338277521100,VD2263509,-65605
FR6030004367597332768814500,VD2263509,89208
FR0230004773803662027904200,ZC7546897,31198
FR1730004391190384188650100,ZC7546897,-6725
FR1730004391190906573349101,EL0917217,44900
FR6230004213096591420023000,EL0917217,49804
FR0330004035235802747291501,EL0917217,-54547
FR0930004919736583993854100,EL0917217,-107468
FR7030004094584512218369100,EL0917217,48630
FR7830004343650269603514400,QO2086007,133357
FR1430004243329891941822800,AZ3692257,7941
FR6730004392709646199077700,SV6107044,439009
FR5430004036949064492272800,SV6107044,-75491
FR4730004749484870283497600,MM2355496,18617
FR5730004686119069442954500,XF2161431,294673
FR8930004640202907310427201,CL9530949,-98280
FR7930004612839041443427000,CL9530949,17965
FR8830004443009886855905300,SD2937082,8141
FR2430004913065848009412700,SD2937082,41204
FR8730004625911488243391600,JW8494232,-43395
FR2930004854177990175208000,JW8494232,-30537
FR7230004193730093168589000,FJ3302418,-7519
FR9230004357302451817575200,XK2112276,16730
FR5430004964677899233751600,XK2112276,33536
FR9830004333595045767445800,XK2112276,22170
FR7330004866604218476003100,VQ6036118,28408
FR9230004399785279616187600,SD6203383,96075
FR3130004837544776256843700,SD6203383,64800
FR9830004016247075119844801,PQ7385469,37653
FR7130004648263927794116100,PQ7385469,162251
FR3630004053099448715859301,EB2923454,-103842
FR0930004227835669938773000,LZ4830967,-350890
FR2030004675327500868592501,LZ4830967,35971
FR1930004491981707420795801,KH2603469,993580
FR4630004174322316024643901,NK7508707,13184
FR2230004916337988770046001,NK7508707,-79125
FR1730004139909646333375401,NK7508707,44465
FR8930004640206724122799000,QX8029894,20212
FR3830004809420773022039700,QX8029894,106211
FR6230004141849272696817700,QB2081310,44585
FR0530004870152087388616600,QB2081310,45290
FR8330004585430297382756501,JA2600149,48573
FR9630004523634093535861001,JA2600149,-84304
FR2930004299808161113709500,JA2600149,165014
FR3030004068620988392660100,JA2600149,42079
FR3430004044303957909658501,AJ8584199,20438
FR7530004232454684069396601,AJ8584199,21258
FR9630004728777186691060401,WO7191871,41384
FR1530004015138199844219600,FH3828986,-56819
FR7730004819809681172082900,FH3828986,-82304
FR9530004101678666792415100,BG0585399,22045
FR0330004035230098671905901,BG0585399,3173
FR9630004726812460518602001,BG0585399,26654
FR2730004088327195817863701,DW0255770,187848
FR0930004412672827434324900,DW0255770,6222
FR7230004634681388783156501,DW0255770,158855
FR5730004686116055270039201,KL4307102,134413
FR1230004610238442338665001,KL4307102,1277
FR4630004174321746508757101,PD6085677,22241
FR0930004227839212849333801,PD6085677,9990
FR1130004070162035068992501,PD6085677,-383591
FR2730004292404863100167400,PD6085677,19995
FR8230004329010962700012101,DX5819405,20678
FR1430004463157564312303301,DX5819405,839455
FR9230004591408391996296201,UZ9416126,504924
FR9330004175800639469722300,UZ9416126,-16576
FR2730004292405696835166600,AM0149091,-97127
FR0230004898848745644015101,IV9474751,24263
FR4630004174327624716928701,IV9474751,45796
FR4030004335012295666790901,EX9282604,-20225
FR7330004801411240569062800,QH1065933,-43062
FR6530004779538852381573801,QH1065933,7747
FR4430004480542159087958800,VT8147487,-84350
FR4330004382075705910033001,VT8147487,25685
FR0930004858275302487455501,VT8147487,-76544
FR8730004625914267331249600,VT8147487,137006
FR0030004974758426177542001,SY3337817,34234
FR7130004648266756543186700,TR7883734,3824
FR7530004129453813643345801,TR7883734,108688
FR4030004335014000557320001,AP9400458,30646
FR6230004888357471720319400,AC2425736,115573
FR0930004026739720092468500,AC2425736,27738
FR1630004994631573638720801,AC2425736,48288
FR9030004810280270812167900,AC2425736,49772
FR8530004079605748824075300,WO0267994,42363
FR6230004213093239127485201,WO0267994,-73068
FR7530004964107603675343000,WO0267994,796182
FR3630004480694467465080201,WO0267994,59310
FR2230004916334860390054400,DO3456499,118788
FR7230004193733130632360100,DO3456499,17593
FR1630004994630899545912900,DO3456499,985384
FR1730004710517627235443800,DW3524067,-16494
FR6930004681618174743642901,DW3524067,32174
FR0930004227836740390082801,DW3524067,10208
FR9630004726812584064253300,MC7624999,2772
FR4730004749488995043169101,MC7624999,28075
FR5430004302370836018230700,SA0112234,-40953
FR6130004475981618517445601,LW2217888,184450
FR9630004726816213605460401,LW2217888,28405
FR3030004068626718101754300,WS6666116,45176
FR6530004097691335354505000,WS6666116,46368
FR7930004809134885500329200,WS6666116,8491
FR3830004809422088779646501,WS6666116,8863994
FR3430004427360883425405500,MC7543185,33688
FR4630004553932633790115100,FQ2420213,771035
FR6130004291643006660030300,HB1499863,91107
FR9030004566771043506217500,LY9811297,424160
FR7330004866604842787722900,LY9811297,-274898
FR4130004639379839520396500,JZ7187640,1349
FR7930004630276228731422601,GS6808492,-98924
FR6430004539111611426899401,GS6808492,67255
FR7730004819802684095874401,QV2567525,73439
FR4030004335018283972246501,QV2567525,29041
FR1530004695943623144624601,QV2567525,169606
FR0830004072224485769531100,QV2567525,-54913
FR7230004193731208814594201,CO7394311,107642
FR1330004851319028861810000,LD5392719,145617
FR4630004553933353059678001,LD5392719,187095
FR4230004033853097886163801,FY6035258,4524
FR8530004079600455282393101,FY6035258,49075
FR0430004196565425303930700,FY6035258,-60699
FR1630004461768211859260301,FY6035258,23252
FR1330004443518557438412801,XH8977392,46644
FR9430004319076160317630500,XH8977392,17370
FR5430004117683635378538000,CU2723222,167426
FR6930004681614351728947400,DB0021535,20603
FR0930004919739069652938701,DB0021535,171593
FR4930004919160035540229001,XM0752734,12673
FR6330004626036797574673401,XM0752734,44369
FR5430004117686715574484701,XM0752734,-455635
FR7030004094589157025399601,QH9744748,46205
FR5430004117687392764499200,ZF2273828,73079
FR1530004015137396013166500,EK9411398,78162
FR1530004695942506693610801,EK9411398,82074
FR3530004209107598518131401,UT6244183,145539
FR1130004070168599337783000,AJ0403114,24184
FR3330004526305412751156700,AJ0403114,-77937
FR3730004331654074798124601,LJ4368173,-44215
FR5430004085519726661566500,LJ4368173,1625
FR6030004367598766059057800,LJ4368173,-484372
FR8830004443000121915985400,JD7195077,59245
FR4230004671649113911819601,CQ4683807,132252
FR5730004686111105675395801,AG2726216,-445461
FR7630004038529044072443201,AG2726216,22936
FR9630004523635132306825700,AG2726216,19788
FR2030004531842958721125301,AG2726216,280855
FR1630004599427320942985501,AG2726216,13536
FR4130004639374078149057201,FR5248637,786161
FR2530004434029243917902601,ZK6130373,38732
FR0830004072222255582186901,ZK6130373,374391
FR4230004671648411957429900,SI9066844,153456
FR7530004129452434779379801,SI9066844,885650
FR0830004072228603141262200,SI9066844,-393857
FR0230004898842054526679401,SI9066844,39350
FR0330004307747383758579500,LF8085987,8067
FR0730004108773766358715000,LF8085987,113461
FR2930004299802176531533100,LF8085987,36593
FR2930004325279488173811601,LF8085987,162860
FR0230004898846504681814300,LF8085987,41256
FR7730004733897958682092200,FH0691584,139993
FR7930004809138110629030201,WJ0394481,49169
FR8230004020505430580804900,WJ0394481,605455
